pdf_filename,article_name,fincen_id,doc_type,doc_title,doc_date,high_level_summary,primary_fraud_types,key_red_flags,recommended_sar_focus,why_it_matters_for_usaa
FIN-2012-A009.pdf,FIN-2012-A009.pdf,FIN-2012-A009,Advisory,FinCEN Advisory – FIN-2012-A009,08/16/2012,"FinCEN is issuing this Advisory to help financial institutions identify and report mortgage loan fraud. It consolidates common fraud schemes and potential red flags to enhance SAR filings. The goal is to protect institutions and customers from financial loss, and support the U.S. financial system.",Mortgage Loan Fraud | Occupancy Fraud | Income Fraud | Appraisal Fraud | Foreclosure Rescue Scams | Identity Theft (Mortgage-related),"Borrowers claiming properties as primary residences when they are vacation homes, investment properties, or for others' occupancy. | Overstating income to qualify for larger mortgages or understating income for hardship concessions/modifications. | Significant overstating or understating of home values in appraisals. | Misrepresentations regarding employment status, employer, or duration of employment. | Failure to list significant financial liabilities (e.g., other mortgages, car loans, student loans) on loan applications. | Use of fake legal documents or alternative payment methods to argue existing mortgage obligations are invalid. | Fraudulent offers to stop or delay foreclosure, especially those requiring title transfer or advance fees. | Use of another person's Social Security Number or identity in a loan application.","SAR narratives should specifically detail the identified mortgage loan fraud scheme (e.g., occupancy fraud, income fraud, foreclosure rescue scam). | Focus attention on mortgage loan applications and transactions exhibiting the outlined red flags, particularly related to borrower misrepresentations. | Pay close attention to activities involving third parties offering 'debt elimination services' or 'foreclosure rescue.' | Report instances of identity theft or SSN fraud directly linked to mortgage loan applications or servicing.","This advisory is highly relevant for USAA given its significant mortgage lending operations and customer base. It requires USAA to update its fraud detection systems and transaction monitoring rules to incorporate the specific mortgage fraud typologies and red flags outlined, such as occupancy, income, and appraisal fraud, as well as debt elimination and foreclosure rescue scams. Investigator training must be enhanced to equip AML and fraud teams with the knowledge to identify these schemes and write more effective SAR narratives. Furthermore, the advisory highlights risks that should be integrated into USAA's risk assessments for mortgage products, potentially leading to stronger controls and customer education efforts to protect members from financial loss related to these fraudulent activities."
FIN-2012-A010.pdf,FIN-2012-A010.pdf,FIN-2012-A010,Advisory,FinCEN Advisory – FIN-2012-A010,10/22/2012,"This FinCEN Advisory guides financial institutions on filing Suspicious Activity Reports (SARs) related to third-party payment processors. It highlights their vulnerability to money laundering, terrorist financing, fraud, and identity theft, outlining specific red flags and emphasizing enhanced due diligence and monitoring requirements.",Money Laundering | Fraud | Terrorist Financing | Identity Theft,"High numbers of consumer complaints, returns, or chargebacks (aggregate or otherwise). | Maintaining accounts at multiple financial institutions or frequent movement between institutions. | Use of consolidation accounts to conceal high return or chargeback rates. | Payment Processors masking illegal/suspicious transactions or laundering proceeds of crime. | Placement of illegal funds via ACH credit transactions originating from foreign sources. | Foreign-located payment processors, especially those serving telemarketers, online businesses, and other merchants. | Soliciting business from distressed financial institutions in need of revenue and capital.","Check the appropriate SAR box to indicate the type of suspicious activity. | Include the term “Payment Processor” in both the SAR narrative and the subject occupation portions of the SAR. | File SARs for transactions involving funds derived from illegal activity, including consumer fraud. | File SARs for attempts to disguise illegal funds, evade BSA regulations, or transactions lacking a legitimate business purpose. | Enhance due diligence and monitoring for Payment Processors, particularly those engaged with telemarketing and Internet merchants.","For USAA, this advisory underscores the critical need to enhance existing AML programs, due diligence, and ongoing monitoring for third-party payment processor relationships. Given USAA's retail customer base, the focus on consumer fraud, identity theft, and money laundering through telemarketing and internet sales means adjusting risk assessments, strengthening transaction monitoring rules for high returns/chargebacks, and training investigators to identify specific red flags associated with these processors, especially those using ACH or foreign sources, to protect both the institution and its customers from these prevalent risks."
FIN-2012-A011.pdf,FIN-2012-A011.pdf,FIN-2012-A011,Advisory,FinCEN Advisory – FIN-2012-A011,11/20/2012,"FinCEN is advising U.S. financial institutions about money laundering and terrorist financing (ML/FT) risks associated with jurisdictions identified by the FATF as having strategic AML/CFT deficiencies. Despite high-level political commitments from these countries to improve, institutions must remain vigilant and apply enhanced scrutiny to transactions involving these regions. The advisory also notes AML/CFT improvements in Trinidad and Tobago, and Ghana.",Money Laundering | Terrorist Financing,"Transactions originating from or destined for identified jurisdictions with strategic AML/CFT deficiencies (e.g., Afghanistan, Albania, Algeria, Argentina, Cambodia, Kuwait). | Lack of transparency regarding the source of funds, beneficial ownership, or purpose of transactions involving entities or individuals linked to these regions. | Unusual or high-volume cross-border cash transactions with countries identified as having deficiencies in their cross-border cash controls. | Difficulties in obtaining or verifying adequate customer due diligence information for parties connected to these jurisdictions. | Suspicious activity where the Financial Intelligence Unit (FIU) in a listed country may not be fully operational or effective in sharing information.","SAR narratives should specifically reference 'FIN-2012-A011' and the relevant high-risk jurisdiction(s) when suspicious activity involves these areas. | Prioritize monitoring of international wire transfers, cross-border cash transactions, and new account openings for individuals or entities with strong ties to the listed countries. | Pay particular attention to customer due diligence measures, ensuring thoroughness and verification for all counterparties linked to these high-risk regions.","This advisory significantly impacts USAA's risk assessment and monitoring strategies. It necessitates enhanced due diligence (EDD) for customers and transactions connected to the named high-risk jurisdictions. USAA should review and potentially update its monitoring rules to flag suspicious activity originating from or destined for these regions, especially focusing on indicators related to inadequate AML/CFT controls, such as opaque transactions or cross-border cash movements. Investigator training should incorporate awareness of these specific geographic risks and the types of deficiencies highlighted by FinCEN to improve detection and reporting of ML/TF."
FIN-2012-A012.pdf,FIN-2012-A012.pdf,FIN-2012-A012,Advisory,FinCEN Advisory – FIN-2012-A012,11/21/2012,"FinCEN Advisory FIN-2012-A012 informs financial institutions of money laundering and terrorist financing risks associated with jurisdictions identified by the FATF on October 19, 2012, as having strategic AML/CFT deficiencies. These jurisdictions have either not made sufficient progress, lack political commitment, or are subject to FATF countermeasures. FinCEN urges financial institutions to apply enhanced scrutiny and countermeasures to protect the international financial system from these risks, specifically highlighting Iran and DPRK.",Money Laundering | Terrorist Financing,"Business relationships and transactions with Iran, including Iranian companies and financial institutions, warranting special attention and enhanced scrutiny. | Correspondent relationships being used to bypass or evade countermeasures and risk mitigation practices, particularly those involving high-risk jurisdictions. | Requests by Iranian financial institutions to open branches and subsidiaries in your jurisdiction. | Transactions or relationships with jurisdictions identified by FATF as having strategic AML/CFT deficiencies and subject to a call for countermeasures (e.g., Iran, DPRK).","SAR narratives should highlight transactions, business relationships, or attempts to establish a presence by entities or individuals linked to Iran or DPRK, citing the FinCEN advisory and FATF public statement. | Pay specific attention to international wire transfers, correspondent banking activities, and new account openings linked to the identified high-risk jurisdictions (Iran, DPRK).","This advisory directly impacts USAA by requiring updates to our risk assessments for international transactions, especially those involving countries like Iran and DPRK. We must enhance transaction monitoring rules and alerts to detect activity linked to these high-risk jurisdictions, applying the 'special attention' and 'enhanced scrutiny' called for by FinCEN. Additionally, it necessitates specific training for AML investigators and fraud strategy leaders to ensure they understand the heightened ML/TF risks and the required countermeasures when dealing with these deficient AML/CFT regimes, safeguarding USAA from potential abuse of its financial systems."
FIN-2013-A001.pdf,FIN-2013-A001.pdf,FIN-2013-A001,Advisory,FinCEN Advisory – FIN-2013-A001,02/26/2013,"This FinCEN Advisory updates financial institutions on tax refund fraud and related identity theft, reminding them to report such activity through Suspicious Activity Reports (SARs). It provides specific red flags developed in consultation with the IRS and law enforcement to assist institutions in identifying these schemes, particularly those involving direct deposits and prepaid access accounts.",Tax Refund Fraud | Identity Theft,"Multiple direct deposit tax refunds from the Treasury or state/local offices for different individuals directed to a single accountholder's demand deposit or prepaid access account. | Suspicious or unauthorized account opening for absent individuals, with subsequent deposits comprised solely of tax refund payments (often for the elderly, minors, prisoners, disabled, or recently deceased). | A single individual opening multiple prepaid card accounts in different names, using valid TINs, with cards mailed to the same address, followed quickly by ACH tax refunds and subsequent ATM cash withdrawals or point-of-sale purchases. | Business accountholders processing a large volume of third-party Treasury refund checks in a manner inconsistent with their stated business model (e.g., checks with out-of-state addresses, sequential numbers, or amounts not commensurate with the business).","File SARs on identified tax refund fraud and related identity theft, explicitly detailing the activity and referencing the specific red flags observed. | Pay particular attention to direct deposit transactions from the Treasury or state/local revenue offices, prepaid access card activity, new account openings involving absent individuals, and business accounts processing third-party refund checks.","As a large US retail financial institution, USAA is highly susceptible to the types of tax refund fraud and identity theft described in this advisory, given its extensive direct deposit and prepaid card offerings. This publication requires USAA to strengthen its monitoring priorities for direct deposit tax refunds, specifically targeting patterns like multiple refunds to a single account or rapid spending on prepaid cards. It also necessitates updating risk assessments to account for vulnerable populations (e.g., deceased members, elderly) being targeted and adjusting investigator training to effectively identify and report the enumerated red flags in SAR narratives, thereby enhancing fraud detection and compliance efforts."
FIN-2013-A002.pdf,FIN-2013-A002.pdf,FIN-2013-A002,Advisory,FinCEN Advisory – FIN-2013-A002,04/15/2013,"FinCEN is issuing an updated advisory reminding U.S. financial institutions to take reasonable, risk-based steps regarding the potential movement of assets related to the ongoing unrest in Syria. It provides additional advice on assessing risks, performing due diligence, and fulfilling reporting requirements, particularly concerning foreign corruption and sanctioned individuals associated with the Syrian regime. Financial institutions must enhance scrutiny for certain accounts and follow specific SAR filing instructions.",Money Laundering | Foreign Corruption / Bribery,"Potential movement of assets related to current unrest in Syria, especially from individuals/entities associated with Syrian President Bashar al-Assad or senior foreign political figures. | Transactions involving persons specifically designated for sanctions relating to Syria, or proxies acting on their behalf. | Private banking accounts maintained by senior foreign political figures of the Government of Syria. | Transactions that may involve proceeds of foreign corruption, misappropriated/diverted state assets, bribery, or other illegal payments. | Financial contact with persons or entities acting directly or indirectly for or on behalf of any senior foreign political figures of the Government of Syria.","Check item 35(l) “Suspected public/private corruption (foreign)” on the FinCEN SAR. | Include the term ""Syria"" in the narrative portion of the SAR. | Include detailed transactional activity, utilizing the new Excel-compatible comma separated value (CSV) attachment feature. | Apply enhanced scrutiny to private banking accounts of senior foreign political figures from Syria and conduct due diligence for correspondent accounts for foreign financial institutions with Syrian ties.","As a large U.S. financial institution, USAA must ensure its risk assessments are updated to address the heightened risk profile related to Syria, particularly concerning asset flight and corruption. This impacts customer due diligence and enhanced due diligence for private banking accounts of non-U.S. persons, especially senior foreign political figures, and correspondent accounts of foreign financial institutions. USAA's AML investigators and fraud strategy leaders need to be aware of the specific red flags, such as sanctioned individuals or proxies, and transactions potentially involving misappropriated state assets or bribery. This advisory directly mandates specific SAR filing instructions, including checking a particular box and keywords, which will require updates to investigator training, SAR quality assurance, and potentially transaction monitoring rules to ensure compliance and effective reporting to law enforcement."
FIN-2013-A003.pdf,FIN-2013-A003.pdf,FIN-2013-A003,Advisory,FinCEN Advisory – FIN-2013-A003,04/24/2013,FinCEN Advisory FIN-2013-A003 informs financial institutions about money laundering and terrorist financing risks associated with specific jurisdictions identified by the FATF. These jurisdictions have strategic AML/CFT deficiencies but have made high-level political commitments to address them. Institutions are advised to be aware of these risks and factor them into their compliance programs.,Money Laundering | Terrorist Financing,"Transactions involving Afghanistan, Albania, Algeria, Angola, Antigua and Barbuda, Argentina, Bangladesh, Brunei Darussalam, Cambodia, Cuba, Kuwait, Kyrgyzstan, Mongolia, Morocco, Namibia, Nepal, Nicaragua, Philippines, Sudan, Tajikistan, or Zimbabwe. | Lack of adequate customer due diligence (CDD) measures, particularly for counterparties in listed jurisdictions (e.g., Cuba). | Weak or non-existent suspicious transaction reporting (STR) requirements in listed jurisdictions (e.g., Cuba, Nepal). | Activity indicating inadequate criminalization of money laundering or terrorist financing in a listed jurisdiction (e.g., Cambodia, Cuba, Kyrgyzstan, Mongolia, Nepal). | Transactions suggesting a lack of procedures to identify, trace, freeze, or confiscate terrorist assets or funds related to money laundering in a listed jurisdiction (e.g., Albania, Cambodia, Cuba, Kuwait, Kyrgyzstan, Mongolia, Nepal). | Concerns regarding unregulated sectors like casinos in the Philippines for AML/CFT purposes. | Unusual or unexplained cross-border cash movements, especially involving jurisdictions with known deficiencies (e.g., Cambodia).","SAR narratives should mention the FinCEN advisory and specific listed jurisdictions if transactions involve them and exhibit underlying deficiencies outlined (e.g., weak CDD, lack of terrorist asset freezing). | Pay attention to international wire transfers, correspondent banking relationships, and any cross-border cash activities involving the identified jurisdictions. | Focus monitoring on customer accounts with direct or indirect links to these countries, especially if the account holder's risk profile includes activities common to retail or small business banking. | Elevate scrutiny on transactions where counterparty information from these jurisdictions appears incomplete, inconsistent, or deliberately obscured, or if the transaction purpose is vague.","This advisory directly impacts USAA by requiring an update to geographic risk assessments for the listed jurisdictions. It necessitates heightened vigilance for transactions involving these countries, potentially leading to adjustments in our transaction monitoring rules and correspondent banking due diligence processes. Investigators and FIU analysts should be trained on the specific deficiencies identified for each country to better identify and investigate suspicious activity, ensuring SARs accurately reflect the AML/CFT risks highlighted by FinCEN and FATF. This also informs our overall fraud strategy by prioritizing resource allocation to mitigate risks from these high-risk areas."
FIN-2013-A004.pdf,FIN-2013-A004.pdf,FIN-2013-A004,Advisory,FinCEN Advisory - FIN-2013-A004,04/23/2013,"FinCEN advises financial institutions about money laundering and terrorist financing risks from jurisdictions identified by FATF as having significant AML/CFT deficiencies. It specifically calls for enhanced scrutiny and countermeasures for business relationships and transactions involving Iran and North Korea (DPRK), and notes ongoing deficiencies in Ethiopia. Institutions must protect the international financial system from these risks.",Money Laundering | Terrorist Financing,"Business relationships or transactions involving Iran or DPRK (North Korea), including their companies and financial institutions. | Correspondent relationships used to bypass or evade existing countermeasures or risk mitigation practices, particularly involving high-risk jurisdictions. | Requests by financial institutions from Iran or DPRK to open branches or subsidiaries in your jurisdiction. | Transactions linked to jurisdictions identified by FATF as having strategic AML/CFT deficiencies and insufficient progress (e.g., Ethiopia).","SAR narratives should reference FinCEN Advisory FIN-2013-A004 and the relevant FATF public statements when reporting suspicious activity involving identified high-risk jurisdictions. | Pay close attention to international wire transfers, correspondent banking, and account openings related to Iran, DPRK, and Ethiopia. | Describe attempts to evade countermeasures or use correspondent accounts to obscure origins/destinations related to these regions.","This advisory directly impacts USAA by requiring updates to its AML/CFT compliance program. USAA must enhance its Customer Due Diligence (CDD) and Enhanced Due Diligence (EDD) for customers with connections to Iran, DPRK, and Ethiopia. Transaction monitoring systems need adjustments to flag activity involving these jurisdictions and their entities, especially in international transfers and correspondent banking. Fraud strategy leaders and AML investigators should receive training to identify specific red flags, understand the required countermeasures, and accurately articulate these risks in SAR narratives, ensuring USAA meets its obligations to protect the financial system."
FIN-2013-A005.pdf,FIN-2013-A005.pdf,FIN-2013-A005,Advisory,FinCEN Advisory – FIN-2013-A005,07/01/2013,"FinCEN is updating guidance on the illicit finance threat from North Korea, covering money laundering, terrorism, and proliferation financing. The advisory reinforces the need for U.S. financial institutions to apply commensurate risk-mitigation measures in response to UNSCRs 2087 and 2094 to prevent North Korea from abusing the financial system for its WMD programs and other illicit activities. While not imposing new legal obligations, it urges heightened vigilance against deceptive practices.",Money Laundering | Terrorist Financing | Proliferation Financing | Sanctions Evasion,Using government agencies and associated front companies. | Suppressing the identity and location of originators of transactions. | Arranging for funds transfers via third parties. | Repeating bank transfers that appear to have no legitimate purpose. | Routinely using cash couriers to move large amounts of currency in the absence of any credible explanation of the origin or purpose for the cash transactions.,"SAR narratives should detail suspicious activity related to North Korea's WMD programs, illicit conduct, or sanctions evasion, even if indirect, and clearly link observed red flags to the DPRK threat. | Pay attention to transactions involving correspondent banking relationships, third-party funds transfers, potential front companies, and activities where originator information is suppressed or lacking a legitimate purpose. Enhance monitoring for high-risk customers and transactions linked to these indicators.","While direct exposure to North Korean entities is limited by existing sanctions, this advisory highlights the significant risk of unwitting involvement through deceptive practices. For USAA, this means reinforcing customer due diligence (CDD) and enhanced due diligence (EDD) procedures, particularly for high-risk customers or those exhibiting the specified red flags. It necessitates updating monitoring rules to flag third-party transfers, suppressed originator data, or unexplained repetitive transactions. Training for AML investigators and fraud strategy leaders should incorporate these typologies to prevent any indirect facilitation of North Korea's WMD programs or illicit activities, ensuring compliance with UN Security Council Resolutions."
FIN-2013-A006.pdf,FIN-2013-A006.pdf,FIN-2013-A006,Advisory,FinCEN Advisory – FIN-2013-A006,09/17/2013,"This FinCEN advisory summarizes the FATF's updated lists of jurisdictions with strategic AML/CFT deficiencies, particularly highlighting those subject to countermeasures and those with ongoing compliance processes. FinCEN reminds financial institutions to consider these updates when reviewing their obligations and risk-based approaches. It emphasizes increased vigilance, particularly regarding financial transactions involving Iran and the Democratic People's Republic of Korea (DPRK).",Money Laundering | Terrorist Financing | WMD Proliferation Financing,"Transactions involving Iran or DPRK, or entities domiciled in these jurisdictions, due to strategic AML/CFT deficiencies and call for countermeasures. | Financial activities with Iranian Government-owned banks, or other entities linked to terrorist activity and WMD proliferation. | Transactions with banks domiciled in Iran and their branches/subsidiaries abroad, requiring increased vigilance per UNSCRs. | Financial or commercial transactions contributing to DPRK’s proliferation activities, as well as attempts to evade existing U.S. sanctions. | Engaging in financial transactions with any jurisdiction identified by FATF as having strategic AML/CFT deficiencies (e.g., Lao PDR, unless deficiencies are addressed).","SAR narratives should explicitly reference FIN-2013-A006 and the specific FATF-identified jurisdictions, especially Iran and DPRK, when suspicious activity involves them. | Increased monitoring and reporting for international wire transfers, correspondent banking relationships, and trade finance involving entities from or linked to Iran and DPRK. | Pay close attention to transactions with Iranian government-owned banks, or entities linked to WMD proliferation or terrorism, as well as any attempts to circumvent OFAC sanctions. | Review existing monitoring rules and customer due diligence for any activities potentially related to jurisdictions removed from the FATF listing (e.g., Bolivia, Philippines) to ensure risk adjustments are made.","This advisory is crucial for a large US financial institution like USAA as it mandates a review of risk-based approaches and obligations concerning jurisdictions with strategic AML/CFT deficiencies, particularly Iran and DPRK. It reinforces the need for robust Enhanced Due Diligence (EDD) on customers and transactions with ties to these high-risk areas, ensuring compliance with existing U.S. sanctions and international standards. USAA's fraud and AML teams must incorporate these FATF lists into their monitoring strategies, investigator training, and risk assessments to identify and report suspicious activities related to money laundering, terrorist financing, and WMD proliferation, even if direct exposure seems limited, given potential indirect links through correspondent banking or customer international activities."
FIN-2013-A007.pdf,FIN-2013-A007.pdf,FIN-2013-A007,Advisory,FinCEN Advisory - FIN-2013-A007,09/27/2013,This FinCEN Advisory updates U.S. financial institutions on activity related to U.S. currency restrictions imposed on banks in Mexico. It highlights that illicit actors are employing new methodologies to repatriate proceeds and reiterates the request for institutions to identify and report suspicious activity connected to these restrictions.,Money Laundering,Utilization of financial institutions with higher dollar thresholds than Mexican banks to repatriate illicit proceeds. | Movement of illicit proceeds through other jurisdictions to circumvent Mexican restrictions. | Use of alternative methods to move funds linked to the laundering of criminal proceeds. | Consideration of transaction volumes and sources of funds in conjunction with activity potentially related to Mexican restrictions.,"Include ""MX Restriction"" in the narrative portion of SARs to indicate a possible connection between suspicious activity and the U.S. currency restrictions on Mexican financial institutions. | Highlight the exact dollar amount(s) associated with the suspicious activity within the SAR narrative. | Pay attention to bulk cash shipments and correspondent banking services, ensuring policies and procedures mitigate associated risks.","For a large US retail FI like USAA, this advisory necessitates updated monitoring strategies for transactions involving Mexico, especially those with high cash components or cross-border movements. It emphasizes the need to train AML investigators to recognize the evolving typologies related to these restrictions, including the use of alternative institutions or jurisdictions. Furthermore, it reinforces the requirement to include specific keywords like ""MX Restriction"" and exact dollar amounts in SAR narratives to aid FinCEN and law enforcement, ensuring our reporting is impactful and aligned with FinCEN's intelligence gathering efforts. USAA should review its risk assessments for services that might be exploited, such as correspondent banking or bulk cash handling with a nexus to Mexico."
FIN-2013-A008.pdf,FIN-2013-A008.pdf,FIN-2013-A008,Advisory,FinCEN Advisory - FIN-2013-A008,12/04/2013,"FinCEN reminds financial institutions to consider the FATF's updated lists of jurisdictions with strategic AML/CFT deficiencies. It specifically highlights Iran and DPRK (North Korea) as subject to countermeasures, requiring enhanced due diligence due to high illicit financing risks like money laundering, terrorist financing, and WMD proliferation. Institutions must consult existing U.S. sanctions and guidance for transactions involving these countries.",Money Laundering | Terrorist Financing | WMD Proliferation Financing,"Transactions involving jurisdictions identified by FATF as having strategic AML/CFT deficiencies (e.g., Iran, DPRK). | Engaging in financial transactions with Iran or DPRK. | Activities involving Iranian Government-owned banks or other entities linked to terrorist activity or WMD proliferation. | Transactions with banks domiciled in Iran and their branches/subsidiaries abroad. | Transactions potentially contributing to DPRK's proliferation activities.","SAR narratives should explicitly mention connections to FATF-identified high-risk jurisdictions, especially Iran and DPRK, and any related U.S. sanctions violations. | Pay attention to international wire transfers, correspondent banking activities, or any product facilitating direct or indirect transactions with Iranian or DPRK entities/individuals, particularly those that may evade sanctions or support proliferation.","This advisory requires USAA to update its enterprise-wide AML/CFT risk assessment to incorporate the FATF's high-risk jurisdictions, particularly Iran and DPRK, and their associated illicit financing risks. It necessitates validating OFAC sanctions screening and monitoring controls are effective against sanctioned Iranian/DPRK entities and WMD proliferation networks. Furthermore, it reinforces the need for ongoing investigator training on specific U.S. sanctions, EDD requirements, and the Section 311 finding against Iran."
FIN-2014-A001.pdf,FIN-2014-A001.pdf,FIN-2014-A001,Advisory,FinCEN Advisory - FIN-2014-A001,02/25/2014,"This FinCEN Advisory reminds U.S. financial institutions to take risk-based steps and apply enhanced scrutiny to potential suspicious asset movements linked to the former Viktor Yanukovych administration and other departing Ukrainian officials. It emphasizes vigilance for transactions involving senior foreign political figures or those acting on their behalf, particularly concerning public corruption proceeds and illicit activity.",Foreign Corruption | Money Laundering,"Transactions involving senior members of the Yanukovych administration or those acting for or on their behalf. | Transactions that appear to have no business or lawful purpose, or are inconsistent with the customer’s known business. | Funds derived from illicit activity, including money laundering or other violations. | Patterns of financial activity possibly impacted by public reports of high-level corruption by senior foreign political figures.",SAR narratives should clearly articulate suspicion related to 'senior foreign political figures' (as defined in 31 CFR 1010.620(c) and 31 CFR 1010.605(p)) and potential 'proceeds of foreign corruption'. | Pay specific attention to private banking accounts held for non-U.S. persons and apply enhanced scrutiny to detect proceeds of foreign corruption.,"For a large US retail FI like USAA, this advisory reinforces the critical need for robust Politically Exposed Person (PEP) screening and ongoing enhanced due diligence, even if direct exposure to Ukrainian officials is low. It underscores that all financial institutions must have a comprehensive risk-based program to detect and report transactions involving senior foreign political figures, particularly those linked to foreign corruption and illicit activity. This directly impacts transaction monitoring rules, risk assessment methodologies for international customer segments, and investigator training on identifying typologies related to foreign corruption, regardless of the specific country highlighted."
FIN-2014-A002.pdf,FIN-2014-A002.pdf,FIN-2014-A002,Advisory,FinCEN Advisory – FIN-2014-A002,03/06/2014,"This FinCEN advisory updates U.S. financial institutions on sanctions and asset freezes against former Ukrainian officials due to misappropriation of state assets and instability. It warns of increased risk that these individuals will seek to move assets deceptively. FinCEN reminds institutions to apply enhanced scrutiny to private banking accounts of senior foreign political figures and to monitor for transactions involving misappropriated state assets or corruption proceeds, requiring SAR filing for any suspicious activity.",Foreign Public Corruption | Money Laundering,"Transactions involving senior members of the former Yanukovych administration or those acting for or on their behalf. | Movement of assets in a deceptive fashion by individuals subject to EU/Canadian sanctions related to Ukrainian instability or asset misappropriation. | Transactions that could represent misappropriated or diverted state assets, proceeds of bribery, or other public corruption. | Transactions that appear to have no business or lawful purpose, or a purpose inconsistent with the customer’s known business.","SAR narratives should detail suspicious transactions involving senior foreign political figures, particularly those linked to the former Yanukovych administration or other Ukrainian officials mentioned in the advisory. | Pay close attention to private banking accounts held by or on behalf of non-U.S. persons, especially senior foreign political figures, to detect and report proceeds of foreign corruption. | Focus monitoring on transfers or activity suggestive of misappropriated state assets or bribery proceeds, leveraging FinCEN's 2008 Guidance on foreign corruption for potential indicators.","For a large US financial institution like USAA, this advisory reinforces the critical importance of robust AML/CFT programs, particularly concerning foreign public corruption and politically exposed persons (PEPs). While direct account relationships with the specific Ukrainian officials might be low, the advisory highlights broader risks that could manifest through shell companies, associates, or nested accounts. It underscores the need to maintain strong due diligence on non-U.S. persons with private banking accounts, monitor international wire activity for unusual patterns linked to high-risk jurisdictions or known corruption schemes, and ensure investigator training includes foreign corruption typologies to accurately identify and report such illicit financial activity."
FIN-2014-A003.pdf,FIN-2014-A003.pdf,FIN-2014-A003,Advisory,FinCEN Advisory – FIN-2014-A003,03/25/2014,This FinCEN Advisory alerts financial institutions to updated Financial Action Task Force (FATF) lists of jurisdictions with strategic Anti-Money Laundering and Counter-Terrorist Financing (AML/CFT) deficiencies. It specifically identifies Iran and the Democratic People's Republic of Korea (DPRK) as jurisdictions subject to the FATF's call for countermeasures. FinCEN reminds institutions to consider these changes in their risk-based approaches and to consult existing U.S. sanctions and guidance for transactions with these high-risk countries.,Money Laundering | Terrorist Financing | Weapons of Mass Destruction Proliferation Financing,"Transactions involving jurisdictions identified by the FATF as having strategic AML/CFT deficiencies, particularly those subject to countermeasures (Iran, DPRK). | Financial activities linked to Iran, given its designation as a jurisdiction of 'primary money laundering concern' under Section 311 of the USA PATRIOT Act and broad U.S. sanctions. | Financial transactions with DPRK, considering existing U.S. sanctions and their links to proliferation activities. | Any dealings with Iranian government-owned banks, other entities, or entities with links to terrorist activity and WMDs, as per OFAC sanctions.","SAR narratives should specifically mention transactions or attempted transactions involving Iran or DPRK, referencing their status as jurisdictions subject to FATF countermeasures and existing U.S. sanctions. | Pay attention to financial transactions with banks domiciled in Iran and their branches and subsidiaries abroad, as well as any financial activities that could directly or indirectly support WMD proliferation or terrorist financing from these jurisdictions. | Specific attention should be given to any products, channels, or counterparties that may facilitate evasion of U.S. sanctions against Iran or DPRK.","This advisory is critical for USAA as it directly impacts our risk assessment and monitoring strategies. It mandates enhanced due diligence and potentially countermeasures for transactions involving Iran and DPRK. USAA must ensure its AML/CFT programs are updated to reflect the FATF's designations, reinforcing existing U.S. sanctions compliance, especially related to OFAC. Investigator training should emphasize these high-risk jurisdictions, the specific sanctions applicable, and the heightened ML, TF, and WMD proliferation risks they pose to protect the institution from illicit finance and regulatory penalties."
FIN-2014-A004.pdf,FIN-2014-A004.pdf,FIN-2014-A004,Advisory,FinCEN Advisory – FIN-2014-A004,05/20/2014,"FinCEN is advising financial institutions about the abuse of the St. Kitts and Nevis (SKN) Citizenship-by-Investment program by illicit actors, including Iranian nationals, who obtain SKN passports to mask identity, evade sanctions, and engage in financial crime due to lax program controls. Financial institutions must conduct enhanced customer due diligence on individuals presenting SKN passports to mitigate risk and include specific keywords in SAR filings related to suspicious activity.",Sanctions Evasion | Financial Crime,"Customer presents a St. Kitts and Nevis (SKN) passport, especially if from a high-risk or sanctioned jurisdiction (e.g., Iranian nationals). | Customer appears to be disguising true identity or country of origin using an SKN passport. | Transactions involving an SKN passport holder that lack a business or apparent lawful purpose. | Customer using an SKN passport is believed to be a blocked person subject to OFAC sanctions. | Attempts to evade sanctions or other regulations using an SKN passport.","Include the term “SKN Passport” in both the narrative portion of the SAR and in the “Other” fields in Part II, items 29 through 38, as applicable. | Focus on individuals using passports obtained through the SKN Citizenship-by-Investment program in connection with suspicious transactions or attempts to disguise identity/funds.","This advisory is critical for USAA to mitigate exposure to identity-based financial crime and sanctions evasion. USAA must update its Customer Due Diligence (CDD) and Customer Identification Program (CIP) procedures to include enhanced scrutiny for customers presenting St. Kitts and Nevis (SKN) passports, particularly those with other risk factors. This entails training frontline staff and AML/fraud investigators to identify related red flags, updating risk assessments for customers presenting SKN passports, and incorporating ""SKN Passport"" as a specific keyword for SAR filing and monitoring. Adherence to OFAC obligations remains paramount, especially concerning blocked persons who may attempt to use these passports."
